"ID","post_title","post_type","meta_key","meta_value"
"5443","Dolomiti Real Estate SAS","estate_agent","agent_email","info@dolomitirealestate.com"
"5443","Dolomiti Real Estate SAS","estate_agent","agent_import_date","2025-11-26 07:51:30"
"5443","Dolomiti Real Estate SAS","estate_agent","agent_import_source","gestionaleimmobiliare"
"5443","Dolomiti Real Estate SAS","estate_agent","agent_logo","https://trentinoimmobiliare.it/wp-content/uploads/2025/11/agency-logo-logo_internet.jpg"
"5443","Dolomiti Real Estate SAS","estate_agent","agent_mobile","+393359876543"
"5443","Dolomiti Real Estate SAS","estate_agent","agent_phone","+390461987654"
"5443","Dolomiti Real Estate SAS","estate_agent","agent_state","Trento"
"5443","Dolomiti Real Estate SAS","estate_agent","agent_vat","03456789012"
"5443","Dolomiti Real Estate SAS","estate_agent","agent_website","https://www.dolomitirealestate.com"
"5443","Dolomiti Real Estate SAS","estate_agent","rank_math_internal_links_processed","1"
"5443","Dolomiti Real Estate SAS","estate_agent","wpestate_property_gallery",
"5444","Appartamento Centro Trento - Classe A+","estate_property","_elementor_page_assets","a:0:{}"
"5444","Appartamento Centro Trento - Classe A+","estate_property","_test_import","1"
"5444","Appartamento Centro Trento - Classe A+","estate_property","_thumbnail_id","5445"
"5444","Appartamento Centro Trento - Classe A+","estate_property","cantina","Sì"
"5444","Appartamento Centro Trento - Classe A+","estate_property","cucina","Sì"
"5444","Appartamento Centro Trento - Classe A+","estate_property","destinazione","Residenziale"
"5444","Appartamento Centro Trento - Classe A+","estate_property","energy_class","A+"
"5444","Appartamento Centro Trento - Classe A+","estate_property","garage","Sì"
"5444","Appartamento Centro Trento - Classe A+","estate_property","google_camera_angle","0"
"5444","Appartamento Centro Trento - Classe A+","estate_property","images","a:10:{i:0;a:2:{s:2:""id"";s:5:""img00"";s:3:""url"";s:90:""https://images.gestionaleimmobiliare.it/foto/annunci/090428/31538/800x800/000__8_wmk_0.jpg"";}i:1;a:2:{s:2:""id"";s:5:""img01"";s:3:""url"";s:90:""https://images.gestionaleimmobiliare.it/foto/annunci/090428/31538/800x800/001__1_wmk_0.jpg"";}i:2;a:2:{s:2:""id"";s:5:""img02"";s:3:""url"";s:90:""https://images.gestionaleimmobiliare.it/foto/annunci/090428/31538/800x800/002__5_wmk_0.jpg"";}i:3;a:2:{s:2:""id"";s:5:""img03"";s:3:""url"";s:79:""https://images.gestionaleimmobiliare.it/foto/annunci/090428/31538/800x800/4.jpg"";}i:4;a:2:{s:2:""id"";s:5:""img04"";s:3:""url"";s:79:""https://images.gestionaleimmobiliare.it/foto/annunci/090428/31538/800x800/7.jpg"";}i:5;a:2:{s:2:""id"";s:5:""img05"";s:3:""url"";s:79:""https://images.gestionaleimmobiliare.it/foto/annunci/090428/31538/800x800/8.jpg"";}i:6;a:2:{s:2:""id"";s:5:""img06"";s:3:""url"";s:98:""https://images.gestionaleimmobiliare.it/foto/annunci/090428/31538/800x800/999__20241002_174643.jpg"";}i:7;a:2:{s:2:""id"";s:5:""img07"";s:3:""url"";s:98:""https://images.gestionaleimmobiliare.it/foto/annunci/090428/31538/800x800/999__20241002_174701.jpg"";}i:8;a:2:{s:2:""id"";s:5:""img08"";s:3:""url"";s:98:""https://images.gestionaleimmobiliare.it/foto/annunci/090428/31538/800x800/999__20241002_174903.jpg"";}i:9;a:2:{s:2:""id"";s:5:""img09"";s:3:""url"";s:143:""https://images.gestionaleimmobiliare.it/foto/annunci/090428/31538/800x800/999__barbara_franco_splpri32_-_c_docfa4_doc_0000460_001_-_copia-1.jpg"";}}"
"5444","Appartamento Centro Trento - Classe A+","estate_property","local_pgpr_slider_type","global"
"5444","Appartamento Centro Trento - Classe A+","estate_property","original_author","59"
"5444","Appartamento Centro Trento - Classe A+","estate_property","piano","4"
"5444","Appartamento Centro Trento - Classe A+","estate_property","posizione","Area industriale/artigianale"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_address","Piazza Duomo"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_bathrooms","2"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_bedrooms","2"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_content_hash_v3","edce657e8148efdb0e36994c424ea7dc"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_country","Italia"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_county","Trento"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_description","Splendido appartamento moderno di 85 mq nel cuore di Trento. Completamente ristrutturato nel 2022 con criteri di massima efficienza energetica (Classe A+). Dotato di impianto fotovoltaico, riscaldamento a pavimento, domotica completa. Ampio soggiorno con cucina open space, 2 camere matrimoniali, 2 bagni, balcone panoramico con vista sulle Dolomiti. Cantina e posto auto coperto inclusi."
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_display_id","TEST001"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_google_view","1"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_has_cantina","Sì"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_has_garage","Sì"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_has_kitchen","Sì"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_hide_map_marker","0"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_import_date","2025-11-26 07:51:30"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_import_hash",
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_import_id","TEST001"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_import_source","GestionaleImmobiliare"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_import_version","4.0-api"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_last_sync","2025-11-26 07:51:43"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_latitude","46.0664"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_longitude","11.1257"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_maintenance_status","Da ristrutturare"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_position","Area industriale/artigianale"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_price","385000"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_ref","TI-TEST001"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_rooms","4"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_size","85"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_state","Trentino-Alto Adige"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_xml_id","TEST001"
"5444","Appartamento Centro Trento - Classe A+","estate_property","property_zip","38122"
"5444","Appartamento Centro Trento - Classe A+","estate_property","rank_math_internal_links_processed","1"
"5444","Appartamento Centro Trento - Classe A+","estate_property","stato_immobile","Da ristrutturare"
"5444","Appartamento Centro Trento - Classe A+","estate_property","title","Appartamento Centro Trento - Classe A+"
"5444","Appartamento Centro Trento - Classe A+","estate_property","wpestate_detailed_views","a:1:{s:10:""26/11/2025"";i:2;}"
"5444","Appartamento Centro Trento - Classe A+","estate_property","wpestate_property_gallery","a:10:{i:0;s:4:""5445"";i:1;s:4:""5446"";i:2;s:4:""5447"";i:3;s:4:""5448"";i:4;s:4:""5449"";i:5;s:4:""5450"";i:6;s:4:""5451"";i:7;s:4:""5452"";i:8;s:4:""5453"";i:9;s:4:""5454"";}"
"5444","Appartamento Centro Trento - Classe A+","estate_property","wpestate_total_views","2"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","_elementor_page_assets","a:0:{}"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","_test_import","1"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","_thumbnail_id","5456"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","asta","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","cantina","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","cucina","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","cucinotto","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","destinazione","Residenziale"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","energy_class","A4"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","esposizione","1"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","garage","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","google_camera_angle","0"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","images","a:5:{i:0;a:2:{s:2:""id"";s:5:""img00"";s:3:""url"";s:94:""https://images.gestionaleimmobiliare.it/foto/annunci/091123/49511/800x800/000__n-088_wmk_0.jpg"";}i:1;a:2:{s:2:""id"";s:5:""img01"";s:3:""url"";s:94:""https://images.gestionaleimmobiliare.it/foto/annunci/091123/49511/800x800/001__n-089_wmk_0.jpg"";}i:2;a:2:{s:2:""id"";s:5:""img02"";s:3:""url"";s:94:""https://images.gestionaleimmobiliare.it/foto/annunci/091123/49511/800x800/002__n-091_wmk_0.jpg"";}i:3;a:2:{s:2:""id"";s:5:""img03"";s:3:""url"";s:94:""https://images.gestionaleimmobiliare.it/foto/annunci/091123/49511/800x800/003__n-093_wmk_0.jpg"";}i:4;a:2:{s:2:""id"";s:5:""img04"";s:3:""url"";s:94:""https://images.gestionaleimmobiliare.it/foto/annunci/091123/49511/800x800/004__n-086_wmk_0.jpg"";}}"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","local_pgpr_slider_type","global"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","mq_balconi","1"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","mq_terrazzi","1"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","original_author","59"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","piano","Piano Terra"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","posizione","Ad angolo"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_address","Via Belvedere"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_auction","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_balcony_size","1"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_bathrooms","4"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_bedrooms","5"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_content_hash_v3","24b214f14d3666cd2fb509f69f3a56c5"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_country","Italia"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_county","Trento"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_description","Prestigiosa villa di lusso di 350 mq su tre livelli, immersa in un parco privato di 1200 mq con magnifica piscina riscaldata (12x6m) e zona relax. Architettura moderna con ampie vetrate, 5 camere da letto, 4 bagni, salone triplo con camino, cucina professionale, taverna con sala cinema, cantina vini, palestra. Garage triplo, sistema domotico avanzato, impianto fotovoltaico 12kW. Classe energetica A4 CasaClima. Vista panoramica sulle Dolomiti di Brenta."
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_display_id","TEST002"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_exposure","1"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_google_view","1"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_has_cantina","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_has_garage","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_has_kitchen","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_has_kitchenette","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_has_living_room","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_hide_map_marker","0"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_import_date","2025-11-26 07:51:43"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_import_hash",
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_import_id","TEST002"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_import_source","GestionaleImmobiliare"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_import_version","4.0-api"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_last_sync","2025-11-26 07:51:51"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_latitude","46.085"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_location_beach","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_location_mountain","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_longitude","11.145"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_maintenance_status","Da ristrutturare"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_position","Ad angolo"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_price","1450000"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_ref","TI-TEST002"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_renovated","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_rooms","12"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_size","350"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_state","Trentino-Alto Adige"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_storage_rooms","1"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_terrace_size","1"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_view_mountains","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_xml_id","TEST002"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","property_zip","38122"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","rank_math_internal_links_processed","1"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","ripostigli","1"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","ristrutturato","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","soggiorno","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","stato_immobile","Da ristrutturare"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","title","Villa di Prestigio con Piscina - Classe A4"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","vista_monti","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","wpestate_detailed_views","a:1:{s:10:""26/11/2025"";i:2;}"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","wpestate_property_gallery","a:5:{i:0;s:4:""5456"";i:1;s:4:""5457"";i:2;s:4:""5458"";i:3;s:4:""5459"";i:4;s:4:""5460"";}"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","wpestate_total_views","2"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","zona_montagna","Sì"
"5455","Villa di Prestigio con Piscina - Classe A4","estate_property","zona_spiaggia","Sì"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","_elementor_page_assets","a:0:{}"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","_test_import","1"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","_thumbnail_id","5462"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","affaccia","1"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","cantina","Sì"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","destinazione","Residenziale"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","energy_class","B"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","garage","Sì"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","google_camera_angle","0"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","images","a:4:{i:0;a:2:{s:2:""id"";s:5:""img00"";s:3:""url"";s:98:""https://images.gestionaleimmobiliare.it/foto/annunci/100116/53899/800x800/000__20250702_182559.jpg"";}i:1;a:2:{s:2:""id"";s:5:""img01"";s:3:""url"";s:98:""https://images.gestionaleimmobiliare.it/foto/annunci/100116/53899/800x800/002__20250702_182429.jpg"";}i:2;a:2:{s:2:""id"";s:5:""img02"";s:3:""url"";s:98:""https://images.gestionaleimmobiliare.it/foto/annunci/100116/53899/800x800/003__20250702_182447.jpg"";}i:3;a:2:{s:2:""id"";s:5:""img03"";s:3:""url"";s:98:""https://images.gestionaleimmobiliare.it/foto/annunci/100116/53899/800x800/004__20250702_182609.jpg"";}}"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","local_pgpr_slider_type","global"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","original_author","59"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","piano","8"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","piano_interrato","Sì"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","posizione","Centro commerciale"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_address","Via Manci"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_bathrooms","2"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_bedrooms","3"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_content_hash_v3","99810a25f74c004ea39e302534b07a98"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_country","Italia"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_county","Trento"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_description","Straordinario attico di 180 mq all'ultimo piano (8°) con spettacolare terrazzo panoramico di 150 mq con vista a 360 gradi sulle Dolomiti e sulla città. L'immobile, recentemente ristrutturato, si compone di ampio salone con cucina a vista, zona notte con 3 camere matrimoniali e 2 bagni, studio, ripostiglio. Terrazzo attrezzato con zona lounge, barbecue e pergolato bioclimatico. Due posti auto coperti e cantina."
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_display_id","TEST003"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_facing","1"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_floor_basement","Sì"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_google_view","1"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_has_cantina","Sì"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_has_garage","Sì"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_has_living_room","Sì"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_hide_map_marker","0"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_import_date","2025-11-26 07:51:51"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_import_hash",
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_import_id","TEST003"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_import_source","GestionaleImmobiliare"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_import_version","4.0-api"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_last_sync","2025-11-26 07:51:56"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_latitude","46.072"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_location_beach","Sì"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_location_type","1"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_longitude","11.119"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_maintenance_status","Ristrutturato"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_position","Centro commerciale"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_price","620000"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_ref","TI-TEST003"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_rooms","6"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_size","180"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_state","Trentino-Alto Adige"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_xml_id","TEST003"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","property_zip","38122"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","rank_math_internal_links_processed","1"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","soggiorno","Sì"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","stato_immobile","Ristrutturato"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","title","Attico Panoramico con Terrazzo 150mq"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","ubicazione","1"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","wpestate_detailed_views","a:1:{s:10:""26/11/2025"";i:2;}"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","wpestate_property_gallery","a:4:{i:0;s:4:""5462"";i:1;s:4:""5463"";i:2;s:4:""5464"";i:3;s:4:""5465"";}"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","wpestate_total_views","2"
"5461","Attico Panoramico con Terrazzo 150mq","estate_property","zona_spiaggia","Sì"
